"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual","Energy: Residual","Tke: Residual","Sdr: Residual"
38.0,0.009436597853789908,0.09582035651434148,0.24244042341934557,0.003570601635428405,0.005091416084006228,7.52621702849329E-5
39.0,0.008955508177218042,0.09100534658849647,0.23975983211087815,0.0037615871072063053,0.004725615755278505,7.215927171509221E-5
40.0,0.008931755334232036,0.08643021782242544,0.23840872971728555,0.003800796224677537,0.004387196250254343,9.586675044570438E-5
41.0,0.009219816160407181,0.08239066974483328,0.24049409913075798,0.0036455114065146502,0.004073678069063848,1.0309651585383627E-4
42.0,0.009729619395464554,0.07860453525550948,0.24499150805812084,0.003455744090702125,0.003783256348879623,1.051642453720922E-4
43.0,0.01039836424317724,0.07500038135057503,0.24769244933612172,0.0033075456008137827,0.0035136707127502932,1.2043721553828962E-4
44.0,0.011138899577095745,0.07129897824841559,0.25106828373235784,0.0032458405585136275,0.0032628474195027807,1.2577460247031007E-4
45.0,0.012029697069723141,0.06743006614553683,0.25639544071286685,0.0032114634424317873,0.003027679954300726,1.1783695352470933E-4
46.0,0.012201341321437397,0.0636501283745205,0.2632507103099967,0.002898021173389509,0.0028077640002817116,1.3450969420697107E-4
47.0,0.011909194273849644,0.060540153359789135,0.2681314634139551,0.002785848663340189,0.002602882603181973,1.6900982952034664E-4
48.0,0.01202461518983315,0.05669283620319149,0.26904978489946757,0.00275150604225887,0.002418796434736337,2.0138156768080226E-4
49.0,0.011761816733684524,0.05308801307041281,0.268521544039522,0.002679651145964436,0.0022490802358805305,2.755897922417469E-4
50.0,0.011413544317013706,0.04990320083379956,0.26494738655579153,0.0026290066221962695,0.0020904358978507177,6.000853698161546E-4
51.0,0.010905308476088074,0.04692764193885027,0.2584480137869487,0.0025924195845988987,0.0019445691559458118,0.0010286552855055815
52.0,0.010301874967656765,0.044272274847535424,0.2498066935790211,0.002519800801646639,0.0018088481260038483,0.0010228414189060433
53.0,0.009575609996322699,0.04180827149779139,0.2389199583498663,0.0024619990769608273,0.0016841238742043756,8.63990295463743E-4
54.0,0.008811152550592925,0.039534883891287995,0.22598098426261864,0.0024307012919211495,0.001569446731975814,7.979388000566571E-4
55.0,0.008026879311166196,0.037428316534899905,0.21206287244788694,0.002374768970214883,0.0014644075280754614,0.0010547989997881477
56.0,0.007293996724947077,0.03572105634399695,0.1972648501187095,0.0022620709128600446,0.0013678545819900223,0.0014871251427888443
57.0,0.0066069622970440015,0.034028467384391824,0.1818065820655714,0.002192321438143077,0.0012790472149794053,0.0013752502049120111
58.0,0.0059510781371130824,0.032451252954333806,0.16646483878515264,0.002122417585687233,0.0011971599223222038,0.0013866580386666435
59.0,0.005403258224129848,0.03076140805373555,0.15185423051658803,0.0020485571447343334,0.0011210332785081673,0.0017024713411458294
60.0,0.004888855213109567,0.029018495676818738,0.1376385458377434,0.0020036636559217047,0.001050144991730563,0.0021040048467738195
61.0,0.004453594188364144,0.027141020989483757,0.1241289474245439,0.0019974816138041526,9.849310511743374E-4,0.0018435217001435704
62.0,0.004121735145675043,0.025050200415963137,0.1121258678880808,0.00198591220278282,9.253093829488307E-4,0.001071134070799575
63.0,0.0038882338723976104,0.022996852822653156,0.10185011233398517,0.0020196655790573627,8.709899332294914E-4,0.001033709146129175
64.0,0.0037205796815328435,0.021255175618399607,0.09294391746222244,0.001960730125325324,8.210558711509609E-4,0.0011494280047329925
65.0,0.003546612161088315,0.019848833137956042,0.08503409127418801,0.0019232423522630667,7.750392837874043E-4,0.0011326708652605127
66.0,0.0033633306904118907,0.018600022130934927,0.07799354215898724,0.0018364132789805226,7.326098846039335E-4,0.0010606128580915354
67.0,0.0031800758609234663,0.01758045798243713,0.0715822727243917,0.0018640881674866737,6.935952078768259E-4,0.0014514705454692035
68.0,0.0031317985678107944,0.016669347433123816,0.06598620807071047,0.0018326121117979769,6.582954491503688E-4,9.334723465651154E-4
69.0,0.0028857943651257826,0.015725625451874083,0.061148068709133516,0.00179549231188666,6.267926012347602E-4,4.2219821901727967E-4
70.0,0.0029165350912496004,0.01492578805242071,0.056920162549222074,0.001839876882526062,5.990397770609505E-4,2.664738846954094E-4
71.0,0.002721732310618706,0.014102271468608157,0.05353110041153136,0.0017860482653249805,5.743239589206708E-4,1.7875299390240313E-4
72.0,0.0027963914004531247,0.013524281115163505,0.050234733483008054,0.0017987134643683968,5.520273450473157E-4,1.8317095785875355E-4
73.0,0.0026497383124610176,0.01290561192874855,0.04730458668878899,0.0017678009198380349,5.316325042238525E-4,1.3131021109005783E-4
74.0,0.002512917946749026,0.012297538332738427,0.044316463286689915,0.0017401975555239103,5.128341730349223E-4,1.0865435543652766E-4
75.0,0.002421664840546778,0.011654847224433556,0.041320371176169726,0.0017102846024457906,4.956740050583609E-4,1.1480518282790848E-4
76.0,0.002313083066980653,0.011139919650632471,0.03840082617541462,0.0016709159447448447,4.8053776517519123E-4,1.248704974755138E-4
77.0,0.002301162191529128,0.010669830622760643,0.03580086611541584,0.001655965697692357,4.675989089104266E-4,1.0916141860623332E-4
78.0,0.0019272873136521548,0.01058894197335235,0.03320751678062174,0.0016432820445353702,4.56580193062405E-4,9.919280350330424E-5
79.0,0.0019849680803720603,0.010209686952582776,0.03075298257281413,0.0016294093540424185,4.475405095202862E-4,1.0569344006558847E-4
80.0,0.0018349228665346102,0.009854811149258336,0.027988202967823485,0.001624155203195219,4.39519520817483E-4,8.418048094726775E-5
81.0,0.0016486676555952364,0.00955220804320264,0.025117068452000672,0.0015974618485866936,4.317972145762178E-4,5.966796418508985E-5
82.0,0.001456509000813606,0.009378893459458023,0.022326210734428295,0.0015939014224974964,4.2431624643652185E-4,6.122554145460814E-5
83.0,0.0012100924995852031,0.009291256632632552,0.01971744050683846,0.0015912872377779788,4.1685636175842536E-4,7.013948030673312E-5
84.0,0.0011650615245308727,0.00912944797638967,0.01781978304396027,0.001558559662809283,4.098425909086756E-4,8.041810279660547E-5
85.0,0.001087892180231527,0.008958336340615648,0.01592920155961473,0.00156472191399942,4.0362949164344066E-4,8.29171493878091E-5
86.0,9.878469425542013E-4,0.008745247381780806,0.013967555461233742,0.001552138871571339,3.982126902853995E-4,6.486955452005171E-5
87.0,9.299480901919378E-4,0.008539842906518724,0.012661901431783895,0.0015501081666326737,3.93503301470281E-4,3.975198445957135E-5
88.0,9.320964138644759E-4,0.008292364399632378,0.0115734020643176,0.0015676900947875745,3.8942038286337666E-4,3.615000665838939E-5
89.0,9.341725746932317E-4,0.007962581970029525,0.010754195015542334,0.0015800745889781474,3.8612886020925134E-4,3.544848328592051E-5
90.0,9.600652789220345E-4,0.00771631120808825,0.010330691155417522,0.0015482408069887187,3.8328816477730505E-4,3.607965097021573E-5
91.0,9.90767469084721E-4,0.007523399016935453,0.010077643612266561,0.001551113956851319,3.8002258603449897E-4,3.773663468039323E-5
92.0,0.001006953969581274,0.00733712629820452,0.010021004316215503,0.001543169835054226,3.764760235374937E-4,4.0238871806520655E-5
93.0,9.98064873725533E-4,0.00717356910922088,0.009974592595699008,0.0015292318298615948,3.7265298896607376E-4,4.334839195359862E-5
94.0,9.958935965405189E-4,0.007031352327224168,0.010090543636583226,0.0015311599772900454,3.686329262466776E-4,4.7138046880080596E-5
95.0,0.0010347906857211243,0.006917703909921679,0.009963101573508121,0.0015363299681923066,3.647515288340244E-4,5.115506399035183E-5
96.0,9.5498624661465E-4,0.00676916495702423,0.009946842886283542,0.0015369858658646957,3.6109817344466463E-4,5.438178791613389E-5
97.0,0.001008092811661624,0.006677127317855842,0.009934002464283232,0.0015230035725577612,3.576293593783303E-4,5.411332437027528E-5
98.0,9.751304775348867E-4,0.006607977822860512,0.009783272656736659,0.0014895413406442685,3.5460429197132636E-4,4.8599909816886936E-5
99.0,9.334025336891783E-4,0.006551785958846381,0.009595103601121216,0.0014995588076197686,3.5201229919730936E-4,3.9945970151704764E-5
100.0,9.012604908865832E-4,0.006489430687252041,0.009471231570464277,0.0014936474147485748,3.474218252161461E-4,3.523930837949352E-5
101.0,8.798333914400446E-4,0.00646276524637642,0.009555364252389814,0.0015075324485159497,3.442394738079173E-4,3.7454153253922306E-5
102.0,7.585033681751742E-4,0.006462898170982323,0.00961779644467228,0.001499609515191749,3.4223284855636367E-4,4.2959450448336624E-5
103.0,7.649275100350382E-4,0.006427984638015963,0.009512371682802048,0.0015093590752254466,3.396955083520175E-4,4.940290814856624E-5
104.0,7.248828420935089E-4,0.006402612110971781,0.009271369747780464,0.001499037265911184,3.364152905856923E-4,5.6915078489752566E-5
105.0,6.759348410772511E-4,0.006338361218458858,0.009105816325639312,0.0014890023961008695,3.3212699136046206E-4,6.490484205425159E-5
106.0,6.596546181259686E-4,0.0063492945382620505,0.008994112995473043,0.001489299806939872,3.280282905420724E-4,7.08890719283906E-5
107.0,6.469654149614546E-4,0.006329405919022704,0.008973981804142878,0.0014937589658408992,3.2357742359885355E-4,7.328589617511642E-5
108.0,6.316853132566828E-4,0.006289606239890172,0.008893437139000862,0.0014748467201475706,3.2012488271840366E-4,7.449848512917727E-5
109.0,6.243109382316429E-4,0.00623523875033605,0.008749562719411378,0.001470500097457832,3.104974181951356E-4,7.656765119969329E-5
110.0,6.300445596609504E-4,0.006148557828642264,0.008678314870807903,0.0014682789648806842,3.328981754041018E-4,7.104326778277991E-5
111.0,6.391899536610467E-4,0.006041672698316859,0.008639270979240495,0.0014496251566355669,3.0860313464188836E-4,4.94908165361015E-5
112.0,6.470854181504132E-4,0.005976362344226044,0.008498896364098939,0.0014696863237301735,3.1587285955804684E-4,4.295673628907937E-5
113.0,6.487457183519358E-4,0.005884149674535767,0.008466455957690194,0.0014653645876199577,3.090121135969859E-4,5.074674384291827E-5
114.0,6.544490979891312E-4,0.005779372256626811,0.008413303653518707,0.0014698766220208085,3.0817195365359445E-4,6.250062901355019E-5
115.0,6.648332576829769E-4,0.005702641945901685,0.00827848658361526,0.0014752217237441452,3.053189839675051E-4,7.205733968659688E-5
116.0,6.686708066973451E-4,0.005620523806229601,0.008269412436127988,0.0014617012143293858,3.0386538151959777E-4,6.882223442542204E-5
117.0,6.784540938431106E-4,0.005553430890745958,0.008261619724817273,0.0014834597275835933,3.0048147440014093E-4,4.452926754902743E-5
118.0,6.93219420674829E-4,0.005497793678724598,0.008285282937457963,0.0014802156344524784,2.971099701359669E-4,4.1037447643882317E-5
119.0,7.042400253264426E-4,0.005392851091379308,0.008126908957277081,0.0014673238700998845,2.9275923925815183E-4,4.832297278927785E-5
120.0,7.269053658109911E-4,0.005365826052592781,0.008056722427178723,0.0014434635076245787,2.885901830777764E-4,5.9703724941302206E-5
121.0,7.507622458370252E-4,0.005311763007325944,0.008064926380797692,0.0014609295749683621,2.847777864608344E-4,7.421706331867012E-5
122.0,7.59291778574662E-4,0.005229838680139815,0.008130890994143238,0.0014616925086870936,2.7974859216536554E-4,8.971700245689564E-5
123.0,7.691846713342575E-4,0.005181474208642444,0.008169736077533121,0.0014741643326902443,2.7369140937774476E-4,9.886729285586475E-5
124.0,7.75093549168347E-4,0.0051486799800512534,0.008218315691460679,0.0014716481382740184,2.67710395959968E-4,9.863980262862222E-5
125.0,7.711228528493333E-4,0.005089142453174513,0.008212129833480174,0.0014780356725125113,2.610719474234002E-4,9.254790847048343E-5
126.0,7.624862229267991E-4,0.00503703763469097,0.008263459975884013,0.001474665374519649,2.5460298421300833E-4,6.385844933381734E-5
127.0,7.549939138755015E-4,0.004999201996326519,0.008253138245711186,0.00145859985612906,2.480112636219107E-4,4.9645069481252874E-5
128.0,7.331764180092874E-4,0.004906582530554819,0.00827182988103448,0.001472810618196197,2.4159408573773446E-4,5.671494625037195E-5
129.0,7.097329853843342E-4,0.004827879996029659,0.008273835908541832,0.0014663806036066646,2.3439432080344012E-4,6.856954314686544E-5
130.0,6.611715148366067E-4,0.004705414903535668,0.008246791290175868,0.0014588309006622127,2.2723055865005228E-4,8.190954542616446E-5
131.0,6.313483616650224E-4,0.00464005310008328,0.008332412164671956,0.0014595734803535786,2.2008425800474802E-4,9.392838245389619E-5
132.0,6.07226178196832E-4,0.004559874263918834,0.00825823036210324,0.0014593148207579247,2.127464061616845E-4,9.544238916970829E-5
133.0,6.045912528611915E-4,0.004525593024501647,0.008218728738763385,0.0014676774929515822,2.063301014491362E-4,8.064850467626121E-5
134.0,5.882275948823439E-4,0.004461733698381016,0.008172630973778518,0.0014722815495336282,1.999392561625467E-4,6.778810686419563E-5
135.0,5.766464336034971E-4,0.004376764704778227,0.008040286368629333,0.0014639109704439545,1.9341795221114485E-4,7.039658097505628E-5
136.0,5.711485177846542E-4,0.004299124448337539,0.007976291386217688,0.0014500984579996214,1.8701491937338035E-4,7.511425855546133E-5
137.0,5.549085979340559E-4,0.004212518403829197,0.007906582188493754,0.0014613483044717433,1.810997836152567E-4,8.106552237209469E-5
138.0,5.510919575219685E-4,0.004162262623176844,0.0077501876638656235,0.0014939972043239366,1.754731049734551E-4,7.32422584476146E-5
139.0,5.449867064788545E-4,0.004108711723705194,0.007618452194246082,0.0014942259823155588,1.7182897442488294E-4,4.469131173192905E-5
140.0,5.350932534863867E-4,0.004003789145058307,0.007553795090484019,0.0014623290685531196,1.6491909265330565E-4,4.386147112463635E-5
141.0,5.219948246510702E-4,0.0039022049008171165,0.007453907420365384,0.0014701976276395448,1.6094380435231246E-4,4.970418723883198E-5
142.0,5.0985654847702E-4,0.0038308595719365743,0.0073412950168262586,0.0014368077256880717,1.5829708439392615E-4,5.75167479332331E-5
143.0,4.939488003140897E-4,0.0037329898669590605,0.007268918672505798,0.0014430994034444393,1.5175451119092443E-4,6.627934481142253E-5
144.0,4.802070543486379E-4,0.0036829243282279485,0.007058392271395306,0.0014530225030348286,1.469445873135386E-4,7.29041359234869E-5
145.0,4.630775507332135E-4,0.0035963091020079032,0.006925864778014354,0.00142270726233819,1.4259272822457312E-4,7.092013076418577E-5
146.0,4.572133830503433E-4,0.0035700722960050977,0.006779183455315595,0.0014607619743654753,1.3753954211289765E-4,5.836351195956976E-5
147.0,4.386676163344053E-4,0.003499210164852391,0.006645256576407979,0.0014386358624370143,1.3333362997094907E-4,4.886311840026312E-5
148.0,4.0984935800353204E-4,0.0034347889841117208,0.006524040177725967,0.0014719945233856722,1.2960317718805606E-4,5.342847745409067E-5
149.0,3.915258964741881E-4,0.0033939867567428493,0.006387193773432605,0.0014672664039264713,1.2617177983693898E-4,5.6681033996769506E-5
150.0,3.785318767880221E-4,0.0033191432469043083,0.006242695462196073,0.0014429233888576386,1.2292496811864374E-4,4.791498757730191E-5
151.0,3.5632641974251805E-4,0.0032638255170534393,0.006081772303099337,0.001456461483737961,1.1982426891925086E-4,5.096203781160559E-5
152.0,3.417956268728339E-4,0.0032145785402752083,0.0058850490255688,0.0014749867723193712,1.1682634134217463E-4,5.464224819239866E-5
153.0,3.4196721591564055E-4,0.0031624430469184015,0.0057639980412939,0.0014545334229661142,1.1395117231613142E-4,5.5567345000704984E-5
154.0,3.320348483247315E-4,0.0031381292345646866,0.005596220777631322,0.0014576849034974857,1.1114945188984636E-4,5.1366872212134246E-5
155.0,3.2984096702903554E-4,0.003105090916277566,0.005509539588063097,0.0014759302262075534,1.0852931501083906E-4,4.0266593859524575E-5
156.0,3.2510532261689117E-4,0.003044861713355661,0.005408248799994093,0.001467188751528266,1.0594081654907557E-4,3.299700882752358E-5
157.0,3.198597741554325E-4,0.0029886862851744816,0.005368389412040325,0.0014735037242930588,1.0339814591858429E-4,3.6418684218086996E-5
158.0,3.1720610572817844E-4,0.0029563196524286703,0.005295270374678504,0.0014565594458144703,1.0088442173307224E-4,4.1512555825701246E-5
159.0,3.0886472302761104E-4,0.0029054006765772706,0.005207472326479319,0.0014560660758253985,9.837994580234398E-5,4.713273963766069E-5
160.0,3.012634323999127E-4,0.0028507817585336956,0.005090774258283946,0.0014794319936689334,9.593951758364427E-5,5.2476307475411916E-5
161.0,2.967218510222764E-4,0.002794683060753722,0.005055038154572465,0.0014647387317276808,9.342098052486296E-5,5.634066845813395E-5
162.0,2.9501129229696346E-4,0.0027641534873108758,0.00500029478521363,0.001458731702986429,9.103861523105246E-5,5.0497059499625856E-5
163.0,2.9680515327742187E-4,0.0027104222148600695,0.005104192421192081,0.0014352211137933532,8.872170494940337E-5,4.819228321041956E-5
164.0,2.9111984342924415E-4,0.0026582217345631925,0.004941739347358762,0.0014633796830420232,8.64575214185857E-5,4.62158648206229E-5
165.0,2.820079936141267E-4,0.0026131773054429612,0.004872458365834262,0.0014587126984206633,8.414313519909951E-5,3.9953573627893546E-5
166.0,2.8521069047116715E-4,0.002591296368828061,0.0048881419861242495,0.0014507913128036477,8.165733820300696E-5,2.8780288531024582E-5
167.0,2.8447191989061573E-4,0.0025632407763709303,0.004873892873723394,0.0014532241297398028,7.919919550027638E-5,1.8928803525067107E-5
168.0,2.8498963539499934E-4,0.002493723718560393,0.004846244066194027,0.001459256658227421,7.684676344007375E-5,1.4431110305540162E-5
169.0,2.9593350082676365E-4,0.00248158229442265,0.004910171139596273,0.0014403183292450716,7.451822849862511E-5,1.381611749868877E-5
170.0,2.9959220073671734E-4,0.002450715861585323,0.004984457021832261,0.0014466533071326993,7.214535336071522E-5,1.5362382482834836E-5
171.0,2.9944314861664973E-4,0.0023687504799069625,0.004909912936775609,0.0014524890211628084,6.978440714585736E-5,1.4089621911129852E-5
172.0,2.9646089353735664E-4,0.002327547652145077,0.004932763110301853,0.00144571765882262,6.766784883501625E-5,9.280819213933503E-6
173.0,3.0478264583078005E-4,0.0023009647032577797,0.0049159556553144594,0.0014570614627673266,6.560755417336137E-5,8.55325451876092E-6
174.0,2.977054967658598E-4,0.002285017508371771,0.004848729999330457,0.001456425307232251,6.356638749708429E-5,8.783979577923795E-6
175.0,3.021664747979315E-4,0.002232603997142804,0.004857221262083875,0.001432979599635489,6.167266368016608E-5,9.035367712504963E-6
176.0,2.915170335575607E-4,0.002195015187025258,0.004814907922683959,0.0014556422035086427,5.976533310503209E-5,1.0881712550733625E-5
177.0,2.8890383201791645E-4,0.0021418638842955143,0.0048107940570786874,0.0014583239789726192,5.801694105277896E-5,1.1457566446008092E-5
178.0,2.837319532395983E-4,0.002104695517342404,0.0046851346183479576,0.0014574649326001344,5.6236390493629194E-5,1.1131349082755272E-5
179.0,2.834744295083463E-4,0.0020687968527651566,0.00466975379965914,0.001456319140302046,5.46639939725066E-5,1.2548140975064785E-5
180.0,2.8410129204550007E-4,0.0020461152038977162,0.004679849579369014,0.0014657445093618385,5.317486047991811E-5,1.2726984307571949E-5
181.0,2.8997462486037083E-4,0.002000754932111082,0.004660993383708134,0.001452181339592501,5.1513108310650846E-5,1.4565922281222913E-5
182.0,2.881685370285639E-4,0.0019756401001384126,0.00461139981048001,0.0014426406743205814,5.0036468165416367E-5,1.601672064336781E-5
183.0,2.805850484140969E-4,0.0018704155316228899,0.004525959198235041,0.0014421631715869525,4.853066083824558E-5,1.8636368892044192E-5
184.0,2.8563006773463126E-4,0.0018624035159660827,0.004537794470337445,0.0014450505097015353,4.7049275569438304E-5,1.7469946835147953E-5
185.0,2.805295723244911E-4,0.0018387395758396562,0.004440273985147904,0.001461059744072587,4.5635568808540585E-5,1.7751792783171084E-5
186.0,2.8109191462989566E-4,0.0018300799557492775,0.004397503688211923,0.001439030397014262,4.451889596842539E-5,1.6226216151232845E-5
187.0,2.666648219860757E-4,0.0017488023529581003,0.004334420602028856,0.0014288153708945188,4.334489785451402E-5,1.4300666011444075E-5
188.0,2.625851799887456E-4,0.001722297080098255,0.004241361596412777,0.0014504186849419718,4.211079044874652E-5,1.4148648263606741E-5
189.0,2.5852154249449843E-4,0.001655531312699036,0.004153146338274725,0.0014307282148866883,4.068390583668965E-5,1.2809060285081745E-5
190.0,2.58565800415641E-4,0.0016257158526625163,0.004085051362439937,0.0014518823228852951,3.95150616890457E-5,1.2948526249238267E-5
191.0,2.5429735624352546E-4,0.0015945771272011461,0.004021163203341684,0.0014447066461035574,3.842722892949577E-5,1.0416244389864015E-5
192.0,2.5456020572327455E-4,0.0015777395067457227,0.004022341507020687,0.001446944611457831,3.7365091844455624E-5,9.904883064870587E-6
193.0,2.4782688238095393E-4,0.0015275444270032824,0.0038333860039490015,0.0014454498167957377,3.6321444559970643E-5,7.4130701077086975E-6
194.0,2.2938602982431111E-4,0.0014738618805916724,0.0037195130705007834,0.001459862890440432,3.53147007219994E-5,6.041406308013679E-6
195.0,2.3184822201798952E-4,0.0014743116494278382,0.003657068445248053,0.0014560456505672312,3.4343821087916096E-5,4.88461644122488E-6
196.0,2.2647444371004326E-4,0.0014396757577917773,0.0035485971929313663,0.0014746306203697991,3.342349268428819E-5,4.083983610171006E-6
197.0,2.2410455139607678E-4,0.0014431622646583553,0.0034621256076968654,0.001439561365462782,3.2540801704711634E-5,3.403180162209924E-6
198.0,2.1495071989538367E-4,0.0013822053130044443,0.0033765803394554886,0.001421723928142666,3.169784519397574E-5,2.8227511302940495E-6
199.0,2.1636371777363538E-4,0.001376000838960149,0.0033357655970127674,0.0014325913824871086,3.089458730878389E-5,2.436895620590416E-6
200.0,2.077229608093966E-4,0.0012978791522346923,0.0031959201494932443,0.0014389840780975793,3.01361026037145E-5,2.1369599687476456E-6
201.0,2.045734474082694E-4,0.00128267801023174,0.0030975716163823943,0.0014500253286591307,2.9415855420150562E-5,2.0833541113697044E-6
202.0,1.986156831608042E-4,0.001279638444858233,0.0030319111441170685,0.0014452046169090211,2.8741494841423424E-5,1.917690540730279E-6
203.0,1.987337913992939E-4,0.0012578714900407025,0.0029546481057054793,0.001462389304827466,2.810033006386928E-5,1.8320823707400233E-6
204.0,1.9879499644346249E-4,0.0012116528369379624,0.0029140624964416892,0.0014410808927549199,2.7488782084733084E-5,1.9307880479370316E-6
205.0,1.885706178768183E-4,0.001194631224681317,0.002841831317512663,0.0014470336192703062,2.69053551773505E-5,1.9167275275717555E-6
206.0,1.8795547715235312E-4,0.0011520798708144016,0.002761219655120768,0.0014483754225783603,2.634830546782783E-5,1.903866287107836E-6
207.0,1.86223100363485E-4,0.0011132407581389175,0.0026938866011844303,0.0014296920968474144,2.5817994955895762E-5,1.8518478879525774E-6
208.0,1.817938431592933E-4,0.0011252593675245615,0.002633987793672581,0.001451766277823761,2.5313056463588436E-5,1.7840942748861032E-6
209.0,1.783469168384416E-4,0.0011007272480720678,0.0024841155063188344,0.0014329042798810073,2.484371382929896E-5,1.7339972914298695E-6
210.0,1.8298967468920594E-4,0.0010662637488419225,0.002474915526828072,0.0014618755340789014,2.4393935450369406E-5,1.563084431996112E-6
211.0,1.8028910525065876E-4,0.001048900428974638,0.0023816262934587135,0.0014737616291627177,2.396527582553539E-5,1.4878009192475062E-6
212.0,1.7501290615266234E-4,9.911726144065684E-4,0.0023914600250548057,0.001462812383544997,2.355645305452973E-5,1.435805887556981E-6
213.0,1.737256028198726E-4,0.0010094687199472734,0.0023985820158091086,0.0014444590566955796,2.31180368907942E-5,1.5498883965037407E-6
214.0,1.7030297546598001E-4,0.0010275213468517216,0.0022493871476207392,0.001437824964489499,2.2748397052098532E-5,1.508394454196294E-6
215.0,1.7230312815147344E-4,9.917575896042394E-4,0.0022014306107553906,0.001464039822993895,2.2388045692450925E-5,1.2446923410330895E-6
216.0,1.613823272513834E-4,9.9725542728723E-4,0.002051389052133864,0.001457525893158279,2.205928017501429E-5,1.4018892751412504E-6
